Date,Difficulty
3/26/2010,5
3/27/2010,5
3/28/2010,5
3/29/2010,5
3/30/2010,5
3/31/2010,5
4/1/2010,5
4/2/2010,6
4/3/2010,6
4/4/2010,6
4/5/2010,6
4/6/2010,6
4/7/2010,6
4/8/2010,6
4/9/2010,6
4/10/2010,6
4/11/2010,6
4/12/2010,6
4/13/2010,8
4/14/2010,8
4/15/2010,8
4/16/2010,8
4/17/2010,8
4/18/2010,8
4/19/2010,8
4/20/2010,8
4/21/2010,8
4/22/2010,11
4/23/2010,11
4/24/2010,11
4/25/2010,11
4/26/2010,11
4/27/2010,11
4/28/2010,11
4/29/2010,11
4/30/2010,11
5/1/2010,11
5/2/2010,11
5/3/2010,11
5/4/2010,11
5/5/2010,13
5/6/2010,13
5/7/2010,13
5/8/2010,13
5/9/2010,13
5/10/2010,13
5/11/2010,13
5/12/2010,13
5/13/2010,13
5/14/2010,13
5/15/2010,13
5/16/2010,13
5/17/2010,13
5/18/2010,13
5/19/2010,13
5/20/2010,12
5/21/2010,12
5/22/2010,12
5/23/2010,12
5/24/2010,12
5/25/2010,12
5/26/2010,12
5/27/2010,12
5/28/2010,12
5/29/2010,12
5/30/2010,17
5/31/2010,17
6/1/2010,17
6/2/2010,17
6/3/2010,17
6/4/2010,17
6/5/2010,17
6/6/2010,17
6/7/2010,17
6/8/2010,17
6/9/2010,17
6/10/2010,17
6/11/2010,17
6/12/2010,17
6/13/2010,17
6/14/2010,17
6/15/2010,17
6/16/2010,17
6/17/2010,17
6/18/2010,17
6/19/2010,17
6/20/2010,17
6/21/2010,17
6/22/2010,17
6/23/2010,17
6/24/2010,17
6/25/2010,19
6/26/2010,19
6/27/2010,19
6/28/2010,19
6/29/2010,19
6/30/2010,19
7/1/2010,19
7/2/2010,19
7/3/2010,19
7/4/2010,19
7/5/2010,19
7/6/2010,19
7/7/2010,24
7/8/2010,24
7/9/2010,24
7/10/2010,24
7/11/2010,24
7/12/2010,24
7/13/2010,24
7/14/2010,45
7/15/2010,45
7/16/2010,45
7/17/2010,182
7/18/2010,182
7/19/2010,182
7/20/2010,182
7/21/2010,182
7/22/2010,182
7/23/2010,182
7/24/2010,182
7/25/2010,182
7/26/2010,182
7/27/2010,182
7/28/2010,244
7/29/2010,244
7/30/2010,244
7/31/2010,244
8/1/2010,244
8/2/2010,244
8/3/2010,244
8/4/2010,244
8/5/2010,244
8/6/2010,352
8/7/2010,352
8/8/2010,352
8/9/2010,352
8/10/2010,352
8/11/2010,352
8/12/2010,352
8/13/2010,352
8/14/2010,352
8/15/2010,352
8/16/2010,512
8/17/2010,512
8/18/2010,512
8/19/2010,512
8/20/2010,512
8/21/2010,512
8/22/2010,512
8/23/2010,512
8/24/2010,512
8/25/2010,512
8/26/2010,512
8/27/2010,623
8/28/2010,623
8/29/2010,623
8/30/2010,623
8/31/2010,623
9/1/2010,623
9/2/2010,623
9/3/2010,623
9/4/2010,623
9/5/2010,623
9/6/2010,623
9/7/2010,623
9/8/2010,623
9/9/2010,713
9/10/2010,713
9/11/2010,713
9/12/2010,713
9/13/2010,713
9/14/2010,713
9/15/2010,713
9/16/2010,713
9/17/2010,713
9/18/2010,713
9/19/2010,713
9/20/2010,918
9/21/2010,918
9/22/2010,918
9/23/2010,918
9/24/2010,918
9/25/2010,918
9/26/2010,918
9/27/2010,918
9/28/2010,918
9/29/2010,1319
9/30/2010,1319
10/1/2010,1319
10/2/2010,1319
10/3/2010,1319
10/4/2010,1319
10/5/2010,1319
10/6/2010,1319
10/7/2010,1319
10/8/2010,1319
10/9/2010,1319
10/10/2010,1319
10/11/2010,1319
10/12/2010,1319
10/13/2010,1378
10/14/2010,1378
10/15/2010,1378
10/16/2010,1378
10/17/2010,1378
10/18/2010,1378
10/19/2010,1378
10/20/2010,1378
10/21/2010,1378
10/22/2010,2149
10/23/2010,2149
10/24/2010,2149
10/25/2010,2149
10/26/2010,2149
10/27/2010,2149
10/28/2010,2149
10/29/2010,2149
10/30/2010,2149
10/31/2010,3092
11/1/2010,3092
11/2/2010,3092
11/3/2010,3092
11/4/2010,3092
11/5/2010,3092
11/6/2010,3092
11/7/2010,3092
11/8/2010,3092
11/9/2010,3092
11/10/2010,4536
11/11/2010,4536
11/12/2010,4536
11/13/2010,4536
11/14/2010,4536
11/15/2010,4536
11/16/2010,4536
11/17/2010,4536
11/18/2010,4536
11/19/2010,6867
11/20/2010,6867
11/21/2010,6867
11/22/2010,6867
11/23/2010,6867
11/24/2010,6867
11/25/2010,6867
11/26/2010,6867
11/27/2010,6867
11/28/2010,6867
11/29/2010,6867
11/30/2010,6867
12/1/2010,8078
12/2/2010,8078
12/3/2010,8078
12/4/2010,8078
12/5/2010,8078
12/6/2010,8078
12/7/2010,8078
12/8/2010,8078
12/9/2010,8078
12/10/2010,12252
12/11/2010,12252
12/12/2010,12252
12/13/2010,12252
12/14/2010,12252
12/15/2010,12252
12/16/2010,12252
12/17/2010,12252
12/18/2010,12252
12/19/2010,12252
12/20/2010,12252
12/21/2010,12252
12/22/2010,14484
12/23/2010,14484
12/24/2010,14484
12/25/2010,14484
12/26/2010,14484
12/27/2010,14484
12/28/2010,14484
12/29/2010,14484
12/30/2010,14484
12/31/2010,14484
1/1/2011,14484
1/2/2011,14484
1/3/2011,14484
1/4/2011,16307
1/5/2011,16307
1/6/2011,16307
1/7/2011,16307
1/8/2011,16307
1/9/2011,16307
1/10/2011,16307
1/11/2011,16307
1/12/2011,16307
1/13/2011,16307
1/14/2011,16307
1/15/2011,16307
1/16/2011,18438
1/17/2011,18438
1/18/2011,18438
1/19/2011,18438
1/20/2011,18438
1/21/2011,18438
1/22/2011,18438
1/23/2011,18438
1/24/2011,18438
1/25/2011,18438
1/26/2011,18438
1/27/2011,18438
1/28/2011,22012
1/29/2011,22012
1/30/2011,22012
1/31/2011,22012
2/1/2011,22012
2/2/2011,22012
2/3/2011,22012
2/4/2011,22012
2/5/2011,22012
2/6/2011,22012
2/7/2011,22012
2/8/2011,22012
2/9/2011,25998
2/10/2011,25998
2/11/2011,25998
2/12/2011,25998
2/13/2011,25998
2/14/2011,25998
2/15/2011,25998
2/16/2011,25998
2/17/2011,25998
2/18/2011,25998
2/19/2011,36460
2/20/2011,36460
2/21/2011,36460
2/22/2011,36460
2/23/2011,36460
2/24/2011,36460
2/25/2011,36460
2/26/2011,36460
2/27/2011,36460
2/28/2011,55590
3/1/2011,55590
3/2/2011,55590
3/3/2011,55590
3/4/2011,55590
3/5/2011,55590
3/6/2011,55590
3/7/2011,55590
3/8/2011,55590
3/9/2011,55590
3/10/2011,76193
3/11/2011,76193
3/12/2011,76193
3/13/2011,76193
3/14/2011,76193
3/15/2011,76193
3/16/2011,76193
3/17/2011,76193
3/18/2011,76193
3/19/2011,76193
3/20/2011,76193
3/21/2011,76193
3/22/2011,76193
3/23/2011,76193
3/24/2011,76193
3/25/2011,76193
3/26/2011,68978
3/27/2011,68978
3/28/2011,68978
3/29/2011,68978
3/30/2011,68978
3/31/2011,68978
4/1/2011,68978
4/2/2011,68978
4/3/2011,68978
4/4/2011,68978
4/5/2011,68978
4/6/2011,82346
4/7/2011,82346
4/8/2011,82346
4/9/2011,82346
4/10/2011,82346
4/11/2011,82346
4/12/2011,82346
4/13/2011,82346
4/14/2011,82346
4/15/2011,82346
4/16/2011,82346
4/17/2011,82346
4/18/2011,82346
4/19/2011,92348
4/20/2011,92348
4/21/2011,92348
4/22/2011,92348
4/23/2011,92348
4/24/2011,92348
4/25/2011,92348
4/26/2011,92348
4/27/2011,92348
4/28/2011,92348
4/29/2011,92348
4/30/2011,92348
5/1/2011,109670
5/2/2011,109670
5/3/2011,109670
5/4/2011,109670
5/5/2011,109670
5/6/2011,109670
5/7/2011,109670
5/8/2011,109670
5/9/2011,109670
5/10/2011,157416
5/11/2011,157416
5/12/2011,157416
5/13/2011,157416
5/14/2011,157416
5/15/2011,157416
5/16/2011,157416
5/17/2011,157416
5/18/2011,157416
5/19/2011,244112
5/20/2011,244112
5/21/2011,244112
5/22/2011,244112
5/23/2011,244112
5/24/2011,244112
5/25/2011,244112
5/26/2011,244112
5/27/2011,434877
5/28/2011,434877
5/29/2011,434877
5/30/2011,434877
5/31/2011,434877
6/1/2011,434877
6/2/2011,434877
6/3/2011,434877
6/4/2011,434877
6/5/2011,434877
6/6/2011,434877
6/7/2011,567270
6/8/2011,567270
6/9/2011,567270
6/10/2011,567270
6/11/2011,567270
6/12/2011,567270
6/13/2011,567270
6/14/2011,567270
6/15/2011,567270
6/16/2011,876954
6/17/2011,876954
6/18/2011,876954
6/19/2011,876954
6/20/2011,876954
6/21/2011,876954
6/22/2011,876954
6/23/2011,876954
6/24/2011,876954
6/25/2011,1379192
6/26/2011,1379192
6/27/2011,1379192
6/28/2011,1379192
6/29/2011,1379192
6/30/2011,1379192
7/1/2011,1379192
7/2/2011,1379192
7/3/2011,1379192
7/4/2011,1379192
7/5/2011,1379192
7/6/2011,1379192
7/7/2011,1563028
7/8/2011,1563028
7/9/2011,1563028
7/10/2011,1563028
7/11/2011,1563028
7/12/2011,1563028
7/13/2011,1563028
7/14/2011,1563028
7/15/2011,1563028
7/16/2011,1563028
7/17/2011,1563028
7/18/2011,1563028
7/19/2011,1563028
7/20/2011,1690896
7/21/2011,1690896
7/22/2011,1690896
7/23/2011,1690896
7/24/2011,1690896
7/25/2011,1690896
7/26/2011,1690896
7/27/2011,1690896
7/28/2011,1690896
7/29/2011,1690896
7/30/2011,1690896
7/31/2011,1690896
8/1/2011,1690896
8/2/2011,1888787
8/3/2011,1888787
8/4/2011,1888787
8/5/2011,1888787
8/6/2011,1888787
8/7/2011,1888787
8/8/2011,1888787
8/9/2011,1888787
8/10/2011,1888787
8/11/2011,1888787
8/12/2011,1888787
8/13/2011,1888787
8/14/2011,1888787
8/15/2011,1888787
8/16/2011,1805701
8/17/2011,1805701
8/18/2011,1805701
8/19/2011,1805701
8/20/2011,1805701
8/21/2011,1805701
8/22/2011,1805701
8/23/2011,1805701
8/24/2011,1805701
8/25/2011,1805701
8/26/2011,1805701
8/27/2011,1805701
8/28/2011,1805701
8/29/2011,1805701
8/30/2011,1805701
8/31/2011,1777774
9/1/2011,1777774
9/2/2011,1777774
9/3/2011,1777774
9/4/2011,1777774
9/5/2011,1777774
9/6/2011,1777774
9/7/2011,1777774
9/8/2011,1777774
9/9/2011,1777774
9/10/2011,1777774
9/11/2011,1777774
9/12/2011,1777774
9/13/2011,1777774
9/14/2011,1755425
9/15/2011,1755425
9/16/2011,1755425
9/17/2011,1755425
9/18/2011,1755425
9/19/2011,1755425
9/20/2011,1755425
9/21/2011,1755425
9/22/2011,1755425
9/23/2011,1755425
9/24/2011,1755425
9/25/2011,1755425
9/26/2011,1755425
9/27/2011,1755425
9/28/2011,1689334
9/29/2011,1689334
9/30/2011,1689334
10/1/2011,1689334
10/2/2011,1689334
10/3/2011,1689334
10/4/2011,1689334
10/5/2011,1689334
10/6/2011,1689334
10/7/2011,1689334
10/8/2011,1689334
10/9/2011,1689334
10/10/2011,1689334
10/11/2011,1689334
10/12/2011,1689334
10/13/2011,1689334
10/14/2011,1689334
10/15/2011,1468195
10/16/2011,1468195
10/17/2011,1468195
10/18/2011,1468195
10/19/2011,1468195
10/20/2011,1468195
10/21/2011,1468195
10/22/2011,1468195
10/23/2011,1468195
10/24/2011,1468195
10/25/2011,1468195
10/26/2011,1468195
10/27/2011,1468195
10/28/2011,1468195
10/29/2011,1468195
10/30/2011,1468195
10/31/2011,1468195
11/1/2011,1203462
11/2/2011,1203462
11/3/2011,1203462
11/4/2011,1203462
11/5/2011,1203462
11/6/2011,1203462
11/7/2011,1203462
11/8/2011,1203462
11/9/2011,1203462
11/10/2011,1203462
11/11/2011,1203462
11/12/2011,1203462
11/13/2011,1203462
11/14/2011,1203462
11/15/2011,1192498
11/16/2011,1192498
11/17/2011,1192498
11/18/2011,1192498
11/19/2011,1192498
11/20/2011,1192498
11/21/2011,1192498
11/22/2011,1192498
11/23/2011,1192498
11/24/2011,1192498
11/25/2011,1192498
11/26/2011,1192498
11/27/2011,1192498
11/28/2011,1192498
11/29/2011,1192498
11/30/2011,1090716
12/1/2011,1090716
12/2/2011,1090716
12/3/2011,1090716
12/4/2011,1090716
12/5/2011,1090716
12/6/2011,1090716
12/7/2011,1090716
12/8/2011,1090716
12/9/2011,1090716
12/10/2011,1090716
12/11/2011,1090716
12/12/2011,1090716
12/13/2011,1155038
12/14/2011,1155038
12/15/2011,1155038
12/16/2011,1155038
12/17/2011,1155038
12/18/2011,1155038
12/19/2011,1155038
12/20/2011,1155038
12/21/2011,1155038
12/22/2011,1155038
12/23/2011,1155038
12/24/2011,1155038
12/25/2011,1155038
12/26/2011,1155038
12/27/2011,1159929
12/28/2011,1159929
12/29/2011,1159929
12/30/2011,1159929
12/31/2011,1159929
1/1/2012,1159929
1/2/2012,1159929
1/3/2012,1159929
1/4/2012,1159929
1/5/2012,1159929
1/6/2012,1159929
1/7/2012,1159929
1/8/2012,1159929
1/9/2012,1250758
1/10/2012,1250758
1/11/2012,1250758
1/12/2012,1250758
1/13/2012,1250758
1/14/2012,1250758
1/15/2012,1250758
1/16/2012,1250758
1/17/2012,1250758
1/18/2012,1250758
1/19/2012,1250758
1/20/2012,1250758
1/21/2012,1250758
1/22/2012,1250758
1/23/2012,1307728
1/24/2012,1307728
1/25/2012,1307728
1/26/2012,1307728
1/27/2012,1307728
1/28/2012,1307728
1/29/2012,1307728
1/30/2012,1307728
1/31/2012,1307728
2/1/2012,1307728
2/2/2012,1307728
2/3/2012,1307728
2/4/2012,1307728
2/5/2012,1379647
2/6/2012,1379647
2/7/2012,1379647
2/8/2012,1379647
2/9/2012,1379647
2/10/2012,1379647
2/11/2012,1379647
2/12/2012,1379647
2/13/2012,1379647
2/14/2012,1379647
2/15/2012,1379647
2/16/2012,1379647
2/17/2012,1379647
2/18/2012,1379647
2/19/2012,1376302
2/20/2012,1376302
2/21/2012,1376302
2/22/2012,1376302
2/23/2012,1376302
2/24/2012,1376302
2/25/2012,1376302
2/26/2012,1376302
2/27/2012,1376302
2/28/2012,1376302
2/29/2012,1376302
3/1/2012,1376302
3/2/2012,1376302
3/3/2012,1496979
3/4/2012,1496979
3/5/2012,1496979
3/6/2012,1496979
3/7/2012,1496979
3/8/2012,1496979
3/9/2012,1496979
3/10/2012,1496979
3/11/2012,1496979
3/12/2012,1496979
3/13/2012,1496979
3/14/2012,1496979
3/15/2012,1496979
3/16/2012,1496979
3/17/2012,1498294
3/18/2012,1498294
3/19/2012,1498294
3/20/2012,1498294
3/21/2012,1498294
3/22/2012,1498294
3/23/2012,1498294
3/24/2012,1498294
3/25/2012,1498294
3/26/2012,1498294
3/27/2012,1498294
3/28/2012,1498294
3/29/2012,1498294
3/30/2012,1626553
3/31/2012,1626553
4/1/2012,1626553
4/2/2012,1626553
4/3/2012,1626553
4/4/2012,1626553
4/5/2012,1626553
4/6/2012,1626553
4/7/2012,1626553
4/8/2012,1626553
4/9/2012,1626553
4/10/2012,1626553
4/11/2012,1626553
4/12/2012,1626553
4/13/2012,1577913
4/14/2012,1577913
4/15/2012,1577913
4/16/2012,1577913
4/17/2012,1577913
4/18/2012,1577913
4/19/2012,1577913
4/20/2012,1577913
4/21/2012,1577913
4/22/2012,1577913
4/23/2012,1577913
4/24/2012,1577913
4/25/2012,1577913
4/26/2012,1577913
4/27/2012,1577913
4/28/2012,1508590
4/29/2012,1508590
4/30/2012,1508590
5/1/2012,1508590
5/2/2012,1508590
5/3/2012,1508590
5/4/2012,1508590
5/5/2012,1508590
5/6/2012,1508590
5/7/2012,1508590
5/8/2012,1508590
5/9/2012,1508590
5/10/2012,1733208
5/11/2012,1733208
5/12/2012,1733208
5/13/2012,1733208
5/14/2012,1733208
5/15/2012,1733208
5/16/2012,1733208
5/17/2012,1733208
5/18/2012,1733208
5/19/2012,1733208
5/20/2012,1733208
5/21/2012,1733208
5/22/2012,1733208
5/23/2012,1733208
5/24/2012,1733208
5/25/2012,1591075
5/26/2012,1591075
5/27/2012,1591075
5/28/2012,1591075
5/29/2012,1591075
5/30/2012,1591075
5/31/2012,1591075
6/1/2012,1591075
6/2/2012,1591075
6/3/2012,1591075
6/4/2012,1591075
6/5/2012,1591075
6/6/2012,1591075
6/7/2012,1591075
6/8/2012,1583178
6/9/2012,1583178
6/10/2012,1583178
6/11/2012,1583178
6/12/2012,1583178
6/13/2012,1583178
6/14/2012,1583178
6/15/2012,1583178
6/16/2012,1583178
6/17/2012,1583178
6/18/2012,1583178
6/19/2012,1583178
6/20/2012,1583178
6/21/2012,1726567
6/22/2012,1726567
6/23/2012,1726567
6/24/2012,1726567
6/25/2012,1726567
6/26/2012,1726567
6/27/2012,1726567
6/28/2012,1726567
6/29/2012,1726567
6/30/2012,1726567
7/1/2012,1726567
7/2/2012,1726567
7/3/2012,1726567
7/4/2012,1726567
7/5/2012,1751455
7/6/2012,1751455
7/7/2012,1751455
7/8/2012,1751455
7/9/2012,1751455
7/10/2012,1751455
7/11/2012,1751455
7/12/2012,1751455
7/13/2012,1751455
7/14/2012,1751455
7/15/2012,1751455
7/16/2012,1751455
7/17/2012,1751455
7/18/2012,1866391
7/19/2012,1866391
7/20/2012,1866391
7/21/2012,1866391
7/22/2012,1866391
7/23/2012,1866391
7/24/2012,1866391
7/25/2012,1866391
7/26/2012,1866391
7/27/2012,1866391
7/28/2012,1866391
7/29/2012,1866391
7/30/2012,1866391
7/31/2012,2036671
8/1/2012,2036671
8/2/2012,2036671
8/3/2012,2036671
8/4/2012,2036671
8/5/2012,2036671
8/6/2012,2036671
8/7/2012,2036671
8/8/2012,2036671
8/9/2012,2036671
8/10/2012,2036671
8/11/2012,2036671
8/12/2012,2036671
8/13/2012,2190866
8/14/2012,2190866
8/15/2012,2190866
8/16/2012,2190866
8/17/2012,2190866
8/18/2012,2190866
8/19/2012,2190866
8/20/2012,2190866
8/21/2012,2190866
8/22/2012,2190866
8/23/2012,2190866
8/24/2012,2190866
8/25/2012,2190866
8/26/2012,2440643
8/27/2012,2440643
8/28/2012,2440643
8/29/2012,2440643
8/30/2012,2440643
8/31/2012,2440643
9/1/2012,2440643
9/2/2012,2440643
9/3/2012,2440643
9/4/2012,2440643
9/5/2012,2440643
9/6/2012,2440643
9/7/2012,2694048
9/8/2012,2694048
9/9/2012,2694048
9/10/2012,2694048
9/11/2012,2694048
9/12/2012,2694048
9/13/2012,2694048
9/14/2012,2694048
9/15/2012,2694048
9/16/2012,2694048
9/17/2012,2694048
9/18/2012,2694048
9/19/2012,2694048
9/20/2012,2864141
9/21/2012,2864141
9/22/2012,2864141
9/23/2012,2864141
9/24/2012,2864141
9/25/2012,2864141
9/26/2012,2864141
9/27/2012,2864141
9/28/2012,2864141
9/29/2012,2864141
9/30/2012,2864141
10/1/2012,2864141
10/2/2012,2864141
10/3/2012,2864141
10/4/2012,3054628
10/5/2012,3054628
10/6/2012,3054628
10/7/2012,3054628
10/8/2012,3054628
10/9/2012,3054628
10/10/2012,3054628
10/11/2012,3054628
10/12/2012,3054628
10/13/2012,3054628
10/14/2012,3054628
10/15/2012,3054628
10/16/2012,3054628
10/17/2012,3072322
10/18/2012,3072322
10/19/2012,3072322
10/20/2012,3072322
10/21/2012,3072322
10/22/2012,3072322
10/23/2012,3072322
10/24/2012,3072322
10/25/2012,3072322
10/26/2012,3072322
10/27/2012,3072322
10/28/2012,3072322
10/29/2012,3072322
10/30/2012,3304356
10/31/2012,3304356
11/1/2012,3304356
11/2/2012,3304356
11/3/2012,3304356
11/4/2012,3304356
11/5/2012,3304356
11/6/2012,3304356
11/7/2012,3304356
11/8/2012,3304356
11/9/2012,3304356
11/10/2012,3304356
11/11/2012,3304356
11/12/2012,3304356
11/13/2012,3368767
11/14/2012,3368767
11/15/2012,3368767
11/16/2012,3368767
11/17/2012,3368767
11/18/2012,3368767
